"editorial_status","batch","external_id","category","page_url","video_title","prompt","current_video_description","current_topic","poster_url","video_url","duration_seconds","publication_date","proposed_video_description","editorial_notes"
"accepted","batch-014","3561","A","https://prawkonaraz.pl/pytanie/3561/czy-jadac-na-wprost-masz-obowiazek-ustapic-pierwszenstwa-kierujacemu-motocyklem-ktory-skreca-w-lewo","Film do pytania 3561: Czy jadąc na wprost, masz obowiązek ustąpić pierwszeństwa kierującemu motocyklem, który...","Czy jadąc na wprost, masz obowiązek ustąpić pierwszeństwa kierującemu motocyklem, który skręca w lewo?","Film przy pytaniu 3561 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy jadąc na wprost, masz obowiązek ustąpić pierwszeństwa kierującemu motocyklem, który skręca w lewo.","ocena, czy jadąc na wprost, masz obowiązek ustąpić pierwszeństwa kierującemu motocyklem, który skręca w lewo","https://prawkonaraz.pl/storage-bulk/media/questions/a/3561/image/poster.fd41074d1117.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3561/video/full.9b8d7e6bf9a5.mp4","10","2026-04-09T01:58:07+02:00","Na chodniku po lewej stronie widoczny jest motocyklista lub jednoślad w pobliżu jezdni, a droga prowadzi na wprost. Materiał skupia się na obserwacji lekkiego pojazdu.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3562","A","https://prawkonaraz.pl/pytanie/3562/zamierzasz-jechac-na-wprost-czy-masz-obowiazek-ustapienia-pierwszenstwa-motocykliscie-skrecajacemu-w-lewo","Film do pytania 3562: Zamierzasz jechać na wprost. Czy masz obowiązek ustąpienia pierwszeństwa motocykliście s...","Zamierzasz jechać na wprost. Czy masz obowiązek ustąpienia pierwszeństwa motocykliście skręcającemu w lewo?","Materiał wideo do pytania 3562 dla kategorii A pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: zamierzasz jechać na wprost. Czy masz obowiązek ustąpienia pierwszeństwa motocykliście skręcającemu w lewo.","zamierzasz jechać na wprost. Czy masz obowiązek ustąpienia pierwszeństwa motocykliście skręcającemu w lewo","https://prawkonaraz.pl/storage-bulk/media/questions/a/3562/image/poster.5f7c96b7ce23.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3562/video/full.9c27a32d9936.mp4","10","2026-04-09T01:58:07+02:00","Wąska ulica z zaparkowanymi autami i motocyklistą w dalszej części kadru pokazuje jazdę na wprost. Scena akcentuje kolejność ruchu w ciasnym, osiedlowym otoczeniu.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3563","A","https://prawkonaraz.pl/pytanie/3563/czy-wolno-ci-zwiekszac-predkosc-jezeli-jestes-wyprzedzany-przez-inny-pojazd","Film do pytania 3563: Czy wolno Ci zwiększać prędkość, jeżeli jesteś wyprzedzany przez inny pojazd?","Czy wolno Ci zwiększać prędkość, jeżeli jesteś wyprzedzany przez inny pojazd?","Wideo powiązane z pytaniem 3563 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy wolno Ci zwiększać prędkość, jeżeli jesteś wyprzedzany przez inny pojazd.","ocena, czy wolno Ci zwiększać prędkość, jeżeli jesteś wyprzedzany przez inny pojazd","https://prawkonaraz.pl/storage-bulk/media/questions/a/3563/image/poster.1838371d1b4e.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3563/video/full.a2981388287d.mp4","10","2026-04-09T01:58:07+02:00","Pusta droga poza miastem z poboczem i otwartym krajobrazem pokazuje pojazd jadący stabilnym torem. Ujęcie dotyczy zachowania prędkości, gdy inny pojazd wykonuje manewr obok.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3568","A","https://prawkonaraz.pl/pytanie/3568/czy-w-tej-sytuacji-powodujesz-zagrozenie-bezpieczenstwa-na-drodze","Film do pytania 3568: Czy w tej sytuacji powodujesz zagrożenie bezpieczeństwa na drodze?","Czy w tej sytuacji powodujesz zagrożenie bezpieczeństwa na drodze?","Nagranie przypisane do pytania 3568 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy w tej sytuacji powodujesz zagrożenie bezpieczeństwa na drodze.","ocena, czy w tej sytuacji powodujesz zagrożenie bezpieczeństwa na drodze","https://prawkonaraz.pl/storage-bulk/media/questions/a/3568/image/poster.2dafec5a50c4.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3568/video/full.0149ca5b31ef.mp4","10","2026-04-09T01:58:07+02:00","Osiedlowa ulica z chodnikiem, ogrodzeniami i pojazdem na pasie pokazuje sytuację mogącą wpływać na bezpieczeństwo ruchu. Kadr skupia uwagę na przestrzeni przy poboczu.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3583","A","https://prawkonaraz.pl/pytanie/3583/czy-w-tej-sytuacji-masz-prawo-wyprzedzic-pojazd-ktory-jedzie-przed-toba","Film do pytania 3583: Czy w tej sytuacji masz prawo wyprzedzić pojazd, który jedzie przed Tobą?","Czy w tej sytuacji masz prawo wyprzedzić pojazd, który jedzie przed Tobą?","Film przy pytaniu 3583 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w tej sytuacji masz prawo wyprzedzić pojazd, który jedzie przed Tobą.","ocena, czy w tej sytuacji masz prawo wyprzedzić pojazd, który jedzie przed Tobą","https://prawkonaraz.pl/storage-bulk/media/questions/a/3583/image/poster.f13208a6dc4f.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3583/video/full.cfbf819cb1ef.mp4","10","2026-04-09T01:58:07+02:00","Leśna droga z łagodnym przebiegiem i ograniczoną widocznością w oddali pokazuje pojazd przed samochodem. Materiał koncentruje się na warunkach do wyprzedzania i poboczu.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3585","A","https://prawkonaraz.pl/pytanie/3585/skrecasz-w-prawo-a-kierujacy-nadjezdzajacy-z-przeciwka-chce-skrecic-w-lewo-czy-masz-przed-nim-pierwszenstwo","Film do pytania 3585: Skręcasz w prawo, a kierujący nadjeżdżający z przeciwka chce skręcić w lewo. Czy masz pr...","Skręcasz w prawo, a kierujący nadjeżdżający z przeciwka chce skręcić w lewo. Czy masz przed nim pierwszeństwo?","Klip wideo dla pytania 3585 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: skręcasz w prawo, a kierujący nadjeżdżający z przeciwka chce skręcić w lewo. Czy masz przed nim pierwszeństwo.","skręcasz w prawo, a kierujący nadjeżdżający z przeciwka chce skręcić w lewo. Czy masz przed nim pierwszeństwo","https://prawkonaraz.pl/storage-bulk/media/questions/a/3585/image/poster.7f9787ae7820.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3585/video/full.a46f9db515c4.mp4","10","2026-04-09T01:58:07+02:00","Ulica z autami zaparkowanymi po lewej i pojazdem nadjeżdżającym z przeciwka pokazuje skręt w prawo. Scena porządkuje relację z autem planującym skręt w lewo oraz szerokość jezdni.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3635","A","https://prawkonaraz.pl/pytanie/3635/kierujacy-pojazdem-nadjezdzajacym-z-naprzeciwka-chce-skrecic-w-lewo-czy-masz-obowiazek-ustapic-mu-pierwszenstwa","Film do pytania 3635: Kierujący pojazdem nadjeżdżającym z naprzeciwka chce skręcić w lewo. Czy masz obowiązek...","Kierujący pojazdem nadjeżdżającym z naprzeciwka chce skręcić w lewo. Czy masz obowiązek ustąpić mu pierwszeństwa?","Wideo powiązane z pytaniem 3635 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: kierujący pojazdem nadjeżdżającym z naprzeciwka chce skręcić w lewo. Czy masz obowiązek ustąpić mu pierwszeństwa.","kierujący pojazdem nadjeżdżającym z naprzeciwka chce skręcić w lewo. Czy masz obowiązek ustąpić mu pierwszeństwa","https://prawkonaraz.pl/storage-bulk/media/questions/a/3635/image/poster.11299d46a292.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3635/video/full.93999d23796e.mp4","10","2026-04-09T01:58:07+02:00","Droga z zielenią i otwartym wlotem pokazuje pojazd z przeciwnego kierunku przygotowujący się do skrętu w lewo. Kadr skupia się na jeździe na wprost w tym układzie.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3653","A","https://prawkonaraz.pl/pytanie/3653/czy-wyprzedzajac-masz-prawo-uzyc-sygnalu-dzwiekowego-jezeli-widoczny-pojazd-rozpocznie-zmiane-pasa-ruchu","Film do pytania 3653: Czy wyprzedzając masz prawo użyć sygnału dźwiękowego, jeżeli widoczny pojazd rozpocznie...","Czy wyprzedzając masz prawo użyć sygnału dźwiękowego, jeżeli widoczny pojazd rozpocznie zmianę pasa ruchu?","Film przy pytaniu 3653 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy wyprzedzając masz prawo użyć sygnału dźwiękowego, jeżeli widoczny pojazd rozpocznie zmianę pasa ruchu.","ocena, czy wyprzedzając masz prawo użyć sygnału dźwiękowego, jeżeli widoczny pojazd rozpocznie zmianę pasa ruchu","https://prawkonaraz.pl/storage-bulk/media/questions/a/3653/image/poster.bbb8a7a9967d.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3653/video/full.9e1997802717.mp4","11","2026-04-09T01:58:07+02:00","Nocna droga z widocznym pojazdem roboczym lub wolniej jadącym autem przed kamerą pokazuje ograniczoną widoczność. Materiał dotyczy sygnału ostrzegawczego przy wyprzedzaniu.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3679","A","https://prawkonaraz.pl/pytanie/3679/czy-w-tej-sytuacji-wolno-ci-pojechac-na-wprost-przez-skrzyzowanie","Film do pytania 3679: Czy w tej sytuacji wolno Ci pojechać na wprost przez skrzyżowanie?","Czy w tej sytuacji wolno Ci pojechać na wprost przez skrzyżowanie?","Klip wideo dla pytania 3679 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji wolno Ci pojechać na wprost przez skrzyżowanie.","ocena, czy w tej sytuacji wolno Ci pojechać na wprost przez skrzyżowanie","https://prawkonaraz.pl/storage-bulk/media/questions/a/3679/image/poster.a876104e1772.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3679/video/full.4a157636cac7.mp4","10","2026-04-09T01:58:08+02:00","Szeroka ulica z rondem lub skrzyżowaniem i znakami kierunkowymi pokazuje jazdę na wprost przez oznakowany wlot. Ujęcie akcentuje odczytanie kierunku przed przejazdem.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3687","A","https://prawkonaraz.pl/pytanie/3687/czy-w-tej-sytuacji-masz-obowiazek-zastosowac-sie-do-zoltych-znakow-poziomych","Film do pytania 3687: Czy w tej sytuacji masz obowiązek zastosować się do żółtych znaków poziomych?","Czy w tej sytuacji masz obowiązek zastosować się do żółtych znaków poziomych?","Wideo powiązane z pytaniem 3687 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy w tej sytuacji masz obowiązek zastosować się do żółtych znaków poziomych.","ocena, czy w tej sytuacji masz obowiązek zastosować się do żółtych znaków poziomych","https://prawkonaraz.pl/storage-bulk/media/questions/a/3687/image/poster.623013602b60.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3687/video/full.48e2ef48e24c.mp4","10","2026-04-09T01:58:08+02:00","Na jezdni widoczne są żółte oznaczenia poziome i tablice informacyjne przy pasach ruchu. Scena skupia się na tymczasowej organizacji oraz jej wpływie na tor jazdy.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3742","A","https://prawkonaraz.pl/pytanie/3742/czy-w-tej-sytuacji-w-miejscu-oznakowanym-widoczna-linia-przystankowa-moga-sie-zatrzymywac-wylacznie-pojazdy-uprawnione","Film do pytania 3742: Czy w tej sytuacji w miejscu oznakowanym widoczną linią przystankową mogą się zatrzymywa...","Czy w tej sytuacji w miejscu oznakowanym widoczną linią przystankową mogą się zatrzymywać wyłącznie pojazdy uprawnione?","Film przy pytaniu 3742 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w tej sytuacji w miejscu oznakowanym widoczną linią przystankową mogą się zatrzymywać wyłącznie pojazdy uprawnione.","ocena, czy w tej sytuacji w miejscu oznakowanym widoczną linią przystankową mogą się zatrzymywać wyłącznie pojazdy uprawnione","https://prawkonaraz.pl/storage-bulk/media/questions/a/3742/image/poster.0700cbd0edab.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3742/video/full.7d83e553a118.mp4","10","2026-04-09T01:58:08+02:00","Wielopasowa ulica z rozmytym pojazdem i oznaczonym obszarem przystankowym pokazuje miejsce oczekiwania komunikacji. Kadr dotyczy przestrzeni, gdzie mogą znaleźć się autobusy.","batch-014 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-014","3756","A","https://prawkonaraz.pl/pytanie/3756/jedziesz-na-wprost-a-motocyklista-chce-skrecic-w-lewo-czy-masz-obowiazek-ustapic-mu-pierwszenstwa","Film do pytania 3756: Jedziesz na wprost, a motocyklista chce skręcić w lewo. Czy masz obowiązek ustąpić mu pi...","Jedziesz na wprost, a motocyklista chce skręcić w lewo. Czy masz obowiązek ustąpić mu pierwszeństwa?","Film przy pytaniu 3756 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: jedziesz na wprost, a motocyklista chce skręcić w lewo. Czy masz obowiązek ustąpić mu pierwszeństwa.","jedziesz na wprost, a motocyklista chce skręcić w lewo. Czy masz obowiązek ustąpić mu pierwszeństwa","https://prawkonaraz.pl/storage-bulk/media/questions/a/3756/image/poster.be423cebf27a.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/3756/video/full.9f1196c4a0f1.mp4","10","2026-04-09T01:58:08+02:00","Ulica z zaparkowanymi pojazdami, znakiem parkingu i motocyklistą w pobliżu pokazuje jazdę na wprost. Materiał akcentuje relację z jednośladem planującym skręt oraz pas ruchu.","batch-014 accepted after owner review; not yet connected to production sitemap"
