"editorial_status","batch","external_id","category","page_url","video_title","prompt","current_video_description","current_topic","poster_url","video_url","duration_seconds","publication_date","proposed_video_description","editorial_notes"
"accepted","batch-001","10124","B","https://prawkonaraz.pl/pytanie/10124/czy-w-tej-sytuacji-jestes-ostrzegany-o-wyznaczonym-na-drodze-przejsciu-dla-pieszych","Film do pytania 10124: Czy w tej sytuacji jesteś ostrzegany o wyznaczonym na drodze przejściu dla pieszych?","Czy w tej sytuacji jesteś ostrzegany o wyznaczonym na drodze przejściu dla pieszych?","Nagranie przypisane do pytania 10124 dla kategorii B przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy w tej sytuacji jesteś ostrzegany o wyznaczonym na drodze przejściu dla pieszych.","ocena, czy w tej sytuacji jesteś ostrzegany o wyznaczonym na drodze przejściu dla pieszych","https://prawkonaraz.pl/storage-bulk/media/questions/b/10124/image/poster.dac80b05c1b5.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10124/video/full.78783a8d5504.mp4","4","2026-04-09T02:23:41+02:00","Ulica w obszarze zabudowanym prowadzi między budynkami do miejsca z infrastrukturą dla pieszych. Materiał pomaga przeanalizować znak informujący o przejściu i zachowanie kierowcy przed potencjalnym wejściem pieszego na jezdnię.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10126","B","https://prawkonaraz.pl/pytanie/10126/czy-w-tej-sytuacji-jestes-ostrzegany-o-wystepujacym-po-obu-stronach-jezdni-zwezeniu-ktore-moze-powodowac-utrudnienia-ruchu","Film do pytania 10126: Czy w tej sytuacji jesteś ostrzegany o występującym po obu stronach jezdni zwężeniu, kt...","Czy w tej sytuacji jesteś ostrzegany o występującym po obu stronach jezdni zwężeniu, które może powodować utrudnienia ruchu?","Materiał wideo do pytania 10126 dla kategorii B pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy w tej sytuacji jesteś ostrzegany o występującym po obu stronach jezdni zwężeniu, które może powodować utrudnienia ruch...","ocena, czy w tej sytuacji jesteś ostrzegany o występującym po obu stronach jezdni zwężeniu, które może powodować utrudnienia ruch","https://prawkonaraz.pl/storage-bulk/media/questions/b/10126/image/poster.8e1181f8ff75.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10126/video/full.19b0b8758475.mp4","10","2026-04-09T02:23:41+02:00","Wąska droga między polami i drzewami, z pojazdem jadącym przed kamerą, pokazuje odcinek, na którym szerokość jezdni staje się kluczowa. Opis dotyczy rozpoznania zwężenia po obu stronach oraz zachowania bezpiecznego toru jazdy.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10127","B","https://prawkonaraz.pl/pytanie/10127/czy-w-tej-sytuacji-jestes-ostrzegany-o-zwezeniu-jezdni-ktore-moze-powodowac-utrudnienia-ruchu","Film do pytania 10127: Czy w tej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnieni...","Czy w tej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnienia ruchu?","Klip wideo dla pytania 10127 dla kategorii B pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnienia ruchu.","ocena, czy w tej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnienia ruchu","https://prawkonaraz.pl/storage-bulk/media/questions/b/10127/image/poster.8e1181f8ff75.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10127/video/full.19b0b8758475.mp4","10","2026-04-09T02:23:41+02:00","Na wiejskim odcinku z ograniczonym poboczem i cieniem drzew kierowca musi ocenić, jak oznakowanie zapowiada zmianę szerokości jezdni. Scena pomaga zauważyć wpływ zwężenia na mijanie i utrzymanie miejsca na pasie.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10136","B","https://prawkonaraz.pl/pytanie/10136/czy-w-tej-sytuacji-jestes-ostrzegany-o-zwezeniu-jezdni-ktore-moze-powodowac-utrudnienia-ruchu","Film do pytania 10136: Czy w tej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnieni...","Czy w tej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnienia ruchu?","Wideo powiązane z pytaniem 10136 dla kategorii B przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy w tej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnienia ruchu.","ocena, czy w tej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnienia ruchu","https://prawkonaraz.pl/storage-bulk/media/questions/b/10136/image/poster.0c4daf46a61a.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10136/video/full.332b387e67df.mp4","9","2026-04-09T02:23:41+02:00","Szeroka droga poza miastem z tablicami kierunkowymi i pasami prowadzącymi do rozjazdu pokazuje inne oblicze zwężenia jezdni. Materiał podkreśla potrzebę wcześniejszej obserwacji znaków oraz planowania pozycji pojazdu.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10138","B","https://prawkonaraz.pl/pytanie/10138/czy-w-tej-sytuacji-zblizasz-sie-do-skrzyzowania-o-ruchu-okreznym","Film do pytania 10138: Czy w tej sytuacji zbliżasz się do skrzyżowania o ruchu okrężnym?","Czy w tej sytuacji zbliżasz się do skrzyżowania o ruchu okrężnym?","Materiał wideo do pytania 10138 dla kategorii B pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy w tej sytuacji zbliżasz się do skrzyżowania o ruchu okrężnym.","ocena, czy w tej sytuacji zbliżasz się do skrzyżowania o ruchu okrężnym","https://prawkonaraz.pl/storage-bulk/media/questions/b/10138/image/poster.0862de350e6e.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10138/video/full.6204d4915f79.mp4","8","2026-04-09T02:23:41+02:00","Dojazd do dużego skrzyżowania z barierami i oznakowaniem kierunkowym pokazuje miejsce, w którym kierowca rozpoznaje organizację ruchu okrężnego. Opis skupia się na znakach przed wlotem i wyborze właściwego pasa.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10140","B","https://prawkonaraz.pl/pytanie/10140/czy-w-tej-sytuacji-musisz-zatrzymac-sie-dokladnie-przed-znakiem-pionowym-stop","Film do pytania 10140: Czy w tej sytuacji musisz zatrzymać się dokładnie przed znakiem pionowym ""Stop""?","Czy w tej sytuacji musisz zatrzymać się dokładnie przed znakiem pionowym ""Stop""?","Klip wideo dla pytania 10140 dla kategorii B pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji musisz zatrzymać się dokładnie przed znakiem pionowym ""Stop"".","ocena, czy w tej sytuacji musisz zatrzymać się dokładnie przed znakiem pionowym ""Stop""","https://prawkonaraz.pl/storage-bulk/media/questions/b/10140/image/poster.a22dc3a24394.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10140/video/full.6dd8d320aaa2.mp4","11","2026-04-09T02:23:41+02:00","Kadr z drogą szybkiego ruchu i znakiem STOP przy dojeździe do skrzyżowania kładzie nacisk na precyzyjną obserwację miejsca zatrzymania. Materiał pozwala przeanalizować relację między znakiem, linią i polem widzenia.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10141","B","https://prawkonaraz.pl/pytanie/10141/czy-wolno-ci-kontynuowac-jazde-w-prawo-bez-zatrzymania","Film do pytania 10141: Czy wolno Ci kontynuować jazdę w prawo bez zatrzymania?","Czy wolno Ci kontynuować jazdę w prawo bez zatrzymania?","Film przy pytaniu 10141 dla kategorii B prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy wolno Ci kontynuować jazdę w prawo bez zatrzymania.","ocena, czy wolno Ci kontynuować jazdę w prawo bez zatrzymania","https://prawkonaraz.pl/storage-bulk/media/questions/b/10141/image/poster.a22dc3a24394.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10141/video/full.6dd8d320aaa2.mp4","11","2026-04-09T02:23:41+02:00","Ten sam dojazd z widocznym znakiem STOP i możliwością skrętu w prawo pokazuje, jak łatwo pomylić płynność ruchu ze znaczeniem oznakowania. Scena akcentuje ocenę znaku przed wykonaniem manewru.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10152","B","https://prawkonaraz.pl/pytanie/10152/czy-w-tej-sytuacji-wolno-ci-skrecic-w-lewo-bez-zatrzymania-sie","Film do pytania 10152: Czy w tej sytuacji wolno Ci skręcić w lewo bez zatrzymania się?","Czy w tej sytuacji wolno Ci skręcić w lewo bez zatrzymania się?","Materiał wideo do pytania 10152 dla kategorii B pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy w tej sytuacji wolno Ci skręcić w lewo bez zatrzymania się.","ocena, czy w tej sytuacji wolno Ci skręcić w lewo bez zatrzymania się","https://prawkonaraz.pl/storage-bulk/media/questions/b/10152/image/poster.92aace6b482c.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10152/video/full.06ec18ab9437.mp4","8","2026-04-09T02:23:41+02:00","Wiejska droga prowadzi do skrzyżowania z zabudową i znakami ustawionymi przy wlocie. Opis skupia się na decyzji przed skrętem w lewo, obserwacji linii zatrzymania oraz relacji między manewrem a oznakowaniem.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10154","B","https://prawkonaraz.pl/pytanie/10154/czy-w-tej-sytuacji-masz-obowiazek-ustapic-pierwszenstwa-pojazdowi-nadjezdzajacemu-z-prawej-strony","Film do pytania 10154: Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z pra...","Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?","Nagranie przypisane do pytania 10154 dla kategorii B przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony.","ocena, czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony","https://prawkonaraz.pl/storage-bulk/media/questions/b/10154/image/poster.bdacded140db.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10154/video/full.2def1b112d41.mp4","9","2026-04-09T02:23:41+02:00","Skrzyżowanie z wydzielonymi pasami, sygnalizacją i pojazdami po prawej stronie kładzie nacisk na ocenę pierwszeństwa. Materiał pomaga przeanalizować, które źródła informacji są ważne przed wjazdem na przecięcie kierunków.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10156","B","https://prawkonaraz.pl/pytanie/10156/czy-na-najblizszym-skrzyzowaniu-ruch-odbywa-sie-dookola-wyspy-w-obu-kierunkach","Film do pytania 10156: Czy na najbliższym skrzyżowaniu ruch odbywa się dookoła wyspy w obu kierunkach?","Czy na najbliższym skrzyżowaniu ruch odbywa się dookoła wyspy w obu kierunkach?","Film przy pytaniu 10156 dla kategorii B prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy na najbliższym skrzyżowaniu ruch odbywa się dookoła wyspy w obu kierunkach.","ocena, czy na najbliższym skrzyżowaniu ruch odbywa się dookoła wyspy w obu kierunkach","https://prawkonaraz.pl/storage-bulk/media/questions/b/10156/image/poster.776734435b8d.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10156/video/full.d6055cbbba09.mp4","9","2026-04-09T02:23:41+02:00","Dojazd do skrzyżowania na otwartym terenie z wyspą i oznakowaniem kierunkowym pozwala ocenić, jak zorganizowany jest ruch wokół centralnej przeszkody. Opis koncentruje się na kierunku jazdy oraz rozpoznaniu układu przed wlotem.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10158","B","https://prawkonaraz.pl/pytanie/10158/czy-widoczny-znak-informuje-cie-ze-wjezdzasz-na-droge-jednokierunkowa","Film do pytania 10158: Czy widoczny znak informuje Cię, że wjeżdżasz na drogę jednokierunkową?","Czy widoczny znak informuje Cię, że wjeżdżasz na drogę jednokierunkową?","Klip wideo dla pytania 10158 dla kategorii B pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy widoczny znak informuje Cię, że wjeżdżasz na drogę jednokierunkową.","ocena, czy widoczny znak informuje Cię, że wjeżdżasz na drogę jednokierunkową","https://prawkonaraz.pl/storage-bulk/media/questions/b/10158/image/poster.b84597f02cb7.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10158/video/full.f0bd521e1688.mp4","7","2026-04-09T02:23:41+02:00","Kadr z dojazdem do skrzyżowania i widocznym znakiem informacyjnym pokazuje moment rozpoznawania drogi jednokierunkowej. Scena pomaga połączyć treść znaku z wyborem toru jazdy i zachowaniem przy wjeździe w nowy odcinek.","quality accepted by client; ready for implementation planning"
"accepted","batch-001","10160","B","https://prawkonaraz.pl/pytanie/10160/czy-widoczny-znak-oznacza-koniec-autostrady","Film do pytania 10160: Czy widoczny znak oznacza koniec autostrady?","Czy widoczny znak oznacza koniec autostrady?","Wideo powiązane z pytaniem 10160 dla kategorii B przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy widoczny znak oznacza koniec autostrady.","ocena, czy widoczny znak oznacza koniec autostrady","https://prawkonaraz.pl/storage-bulk/media/questions/b/10160/image/poster.d0c7331338ce.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10160/video/full.c1bb47a5320e.mp4","7","2026-04-09T02:23:41+02:00","Odcinek drogi szybkiego ruchu z tablicą końcową przy poboczu pokazuje zmianę charakteru trasy. Opis skupia się na rozpoznaniu znaku dotyczącego autostrady oraz przygotowaniu do dalszych warunków jazdy.","quality accepted by client; ready for implementation planning"
